year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,3,20,712.0,-8.0,1025.0,-19.0,AS,N533AS,855,PDX,KOA,352.0,2607,7.0,12.0
2014,1,28,1256.0,-4.0,1806.0,-9.0,AS,N618AS,38,SEA,MSP,174.0,1399,12.0,56.0
2014,10,12,711.0,-9.0,927.0,-19.0,AS,N551AS,530,SEA,ONT,109.0,956,7.0,11.0
2014,4,11,558.0,-6.0,1349.0,-44.0,UA,N817UA,475,SEA,EWR,273.0,2402,5.0,58.0
2014,12,4,601.0,1.0,1206.0,2.0,UA,N66825,1173,PDX,IAH,220.0,1825,6.0,1.0
2014,6,6,855.0,-5.0,1618.0,-22.0,DL,N386DA,1510,PDX,ATL,248.0,2172,8.0,55.0
2014,7,17,1503.0,-3.0,1836.0,-5.0,UA,N577UA,457,SEA,DEN,126.0,1024,15.0,3.0
2014,3,23,749.0,-6.0,1010.0,-4.0,AS,N533AS,522,SEA,BUR,121.0,937,7.0,49.0
2014,8,3,2341.0,26.0,18.0,25.0,AS,N560AS,410,SEA,BLI,20.0,93,23.0,41.0
2014,5,21,555.0,-5.0,830.0,0.0,AS,N754AS,81,SEA,ANC,201.0,1448,5.0,55.0
2014,7,18,2245.0,4.0,631.0,-1.0,UA,N57439,1532,SEA,IAD,268.0,2306,22.0,45.0
2014,6,7,758.0,28.0,902.0,33.0,AS,N764AS,65,SEA,KTN,105.0,680,7.0,58.0
2014,8,30,1316.0,53.0,1456.0,39.0,UA,N37427,1215,PDX,SFO,80.0,550,13.0,16.0
2014,2,7,829.0,-1.0,1414.0,-11.0,AS,N419AS,28,SEA,ORD,196.0,1721,8.0,29.0
2014,8,9,802.0,2.0,1024.0,-9.0,AS,N779AS,83,SEA,ANC,185.0,1448,8.0,2.0
2014,2,4,658.0,-7.0,1229.0,5.0,DL,N954DN,2090,PDX,MSP,170.0,1426,6.0,58.0
2014,9,22,832.0,-3.0,1651.0,-19.0,AS,N469AS,12,SEA,BOS,293.0,2496,8.0,32.0
2014,7,3,1632.0,0.0,1829.0,-16.0,UA,N79402,1705,SEA,SFO,101.0,679,16.0,32.0
2014,5,28,657.0,-8.0,945.0,5.0,OO,N215AG,3472,SEA,LGB,141.0,965,6.0,57.0
2014,2,26,830.0,-5.0,1622.0,-17.0,US,N648AW,669,SEA,PHL,269.0,2378,8.0,30.0
2014,7,19,43.0,-2.0,845.0,-1.0,US,N112US,2051,SEA,PHL,281.0,2378,0.0,43.0
2014,1,19,1424.0,-1.0,1652.0,2.0,AS,N517AS,454,SEA,LAX,125.0,954,14.0,24.0
2014,8,30,654.0,-6.0,1356.0,-15.0,DL,N373DA,822,SEA,DTW,223.0,1927,6.0,54.0
2014,6,28,2209.0,-6.0,605.0,4.0,US,N117UW,1930,PDX,CLT,282.0,2282,22.0,9.0
2014,12,26,1410.0,0.0,1803.0,-9.0,DL,N711ZX,1397,SEA,OGG,334.0,2640,14.0,10.0
2014,2,16,702.0,-3.0,1202.0,-15.0,DL,N339NW,2090,PDX,MSP,164.0,1426,7.0,2.0
2014,9,28,1103.0,-2.0,1220.0,-10.0,WN,N452WN,210,PDX,SMF,64.0,479,11.0,3.0
2014,10,10,536.0,6.0,924.0,17.0,UA,N26215,1578,SEA,DEN,140.0,1024,5.0,36.0
2014,2,24,653.0,-7.0,1144.0,-30.0,DL,N389DA,2314,SEA,MSP,153.0,1399,6.0,53.0
2014,9,25,2107.0,-2.0,515.0,0.0,B6,N565JB,1206,PDX,JFK,293.0,2454,21.0,7.0
2014,10,9,1308.0,3.0,1454.0,1.0,AS,N619AS,400,PDX,SFO,84.0,550,13.0,8.0
2014,10,13,1623.0,-2.0,1826.0,1.0,AS,N756AS,424,SEA,SFO,108.0,679,16.0,23.0
2014,6,14,714.0,9.0,905.0,-20.0,WN,N8619F,2904,PDX,LAS,97.0,763,7.0,14.0
2014,12,28,2149.0,-6.0,12.0,-11.0,AS,N461AS,478,SEA,LAX,109.0,954,21.0,49.0
2014,5,2,2001.0,-4.0,2241.0,-4.0,WN,N604SW,380,PDX,PHX,139.0,1009,20.0,1.0
2014,9,12,723.0,-2.0,1005.0,0.0,AS,N309AS,240,SEA,SAN,137.0,1050,7.0,23.0
2014,12,7,1543.0,-2.0,2042.0,-15.0,DL,N331NW,1770,SEA,MSP,163.0,1399,15.0,43.0
2014,8,6,615.0,5.0,1224.0,-6.0,WN,N210WN,2010,SEA,HOU,229.0,1894,6.0,15.0
2014,1,6,,,,,UA,,1729,SEA,DEN,,1024,,
2014,12,17,725.0,5.0,1117.0,-16.0,AS,N516AS,855,PDX,KOA,336.0,2607,7.0,25.0
2014,2,1,804.0,4.0,1023.0,1.0,AS,N793AS,568,PDX,LAX,114.0,834,8.0,4.0
2014,7,7,2311.0,-4.0,604.0,-18.0,DL,N809DN,394,PDX,DTW,216.0,1953,23.0,11.0
2014,7,18,555.0,-5.0,1140.0,-15.0,AA,N3GMAA,2218,SEA,ORD,206.0,1721,5.0,55.0
2014,11,24,502.0,-8.0,647.0,-36.0,UA,N36472,1523,SEA,SFO,90.0,679,5.0,2.0
2014,4,6,1126.0,11.0,1720.0,20.0,AA,N3KDAA,1311,SEA,DFW,205.0,1660,11.0,26.0
2014,4,10,959.0,-1.0,1310.0,-20.0,WN,N7812G,761,PDX,DEN,118.0,991,9.0,59.0
2014,1,19,1255.0,-5.0,1803.0,-14.0,DL,N643DL,1950,SEA,MSP,154.0,1399,12.0,55.0
2014,8,6,1751.0,1.0,2028.0,-7.0,WN,N7701B,899,SEA,SAN,137.0,1050,17.0,51.0
2014,4,28,552.0,-8.0,831.0,-14.0,DL,N696DL,1831,PDX,SLC,76.0,630,5.0,52.0
2014,3,21,1638.0,-2.0,1953.0,-2.0,AS,N566AS,867,SEA,OGG,353.0,2640,16.0,38.0
2014,10,9,1231.0,31.0,1511.0,26.0,WN,N744SW,4395,SEA,PHX,140.0,1107,12.0,31.0
2014,11,5,1751.0,-9.0,2112.0,-18.0,US,N183UW,600,PDX,PHX,126.0,1009,17.0,51.0
2014,8,15,1122.0,-3.0,1310.0,2.0,AS,N461AS,364,SEA,SMF,80.0,605,11.0,22.0
2014,8,9,754.0,-1.0,1641.0,6.0,AS,N549AS,18,SEA,MCO,326.0,2554,7.0,54.0
2014,8,26,1941.0,-4.0,2111.0,-1.0,DL,N693DL,2579,SEA,JNU,127.0,909,19.0,41.0
2014,3,27,829.0,-1.0,1428.0,4.0,AS,N306AS,28,SEA,ORD,217.0,1721,8.0,29.0
2014,8,15,517.0,2.0,714.0,-16.0,UA,N69818,1278,SEA,SFO,99.0,679,5.0,17.0
2014,7,14,1012.0,-3.0,1245.0,-5.0,VX,N526VA,784,SEA,LAX,135.0,954,10.0,12.0
2014,12,9,633.0,-2.0,909.0,-9.0,AS,N524AS,240,SEA,SAN,141.0,1050,6.0,33.0
2014,8,31,906.0,-4.0,1108.0,-7.0,WN,N638SW,3010,SEA,OAK,95.0,671,9.0,6.0
2014,9,22,555.0,-5.0,838.0,-10.0,DL,N6715C,1831,PDX,SLC,83.0,630,5.0,55.0
2014,6,16,610.0,0.0,1220.0,-10.0,WN,N772SW,2010,SEA,HOU,227.0,1894,6.0,10.0
2014,10,9,1427.0,2.0,1602.0,-7.0,AS,N615AS,362,SEA,SMF,81.0,605,14.0,27.0
2014,3,21,1402.0,-3.0,1730.0,-10.0,AS,N613AS,674,SEA,DEN,124.0,1024,14.0,2.0
2014,2,15,2332.0,12.0,454.0,-6.0,AA,N3CEAA,1230,SEA,DFW,187.0,1660,23.0,32.0
2014,7,27,1333.0,18.0,1431.0,20.0,OO,N284YV,5317,SEA,PDX,32.0,129,13.0,33.0
2014,10,6,2124.0,-6.0,12.0,1.0,AS,N303AS,731,SEA,ANC,193.0,1448,21.0,24.0
2014,8,29,654.0,-1.0,1157.0,-10.0,DL,N590NW,2330,SEA,MSP,163.0,1399,6.0,54.0
2014,9,19,1355.0,40.0,1529.0,28.0,UA,N805UA,367,PDX,SFO,77.0,550,13.0,55.0
2014,12,27,1437.0,32.0,1635.0,25.0,AS,N799AS,316,SEA,SFO,97.0,679,14.0,37.0
2014,9,28,822.0,-3.0,918.0,3.0,OO,N822SK,4608,SEA,PDX,33.0,129,8.0,22.0
2014,2,22,558.0,-2.0,843.0,-16.0,DL,N6704Z,1634,SEA,SLC,79.0,689,5.0,58.0
2014,10,9,822.0,-3.0,1058.0,-12.0,US,N156UW,1821,SEA,PHX,137.0,1107,8.0,22.0
2014,10,17,1038.0,-7.0,1341.0,1.0,HA,N399HA,25,PDX,HNL,337.0,2603,10.0,38.0
2014,9,18,1225.0,9.0,1423.0,5.0,OO,N632SK,4846,SEA,SJC,100.0,697,12.0,25.0
2014,9,5,2112.0,2.0,3.0,4.0,AS,N442AS,145,PDX,FAI,207.0,1640,21.0,12.0
2014,11,7,1104.0,9.0,1325.0,-5.0,VX,N361VA,784,SEA,LAX,118.0,954,11.0,4.0
2014,1,27,1152.0,-4.0,1240.0,3.0,OO,N566SW,5325,PDX,RDM,33.0,116,11.0,52.0
2014,5,7,1257.0,-3.0,1512.0,-24.0,AS,N536AS,552,SEA,PSP,121.0,987,12.0,57.0
2014,3,9,1235.0,27.0,1321.0,35.0,OO,N563SW,5411,PDX,EUG,31.0,106,12.0,35.0
2014,5,8,2214.0,-1.0,616.0,6.0,US,N652AW,1930,PDX,CLT,273.0,2282,22.0,14.0
2014,2,7,1956.0,-4.0,2053.0,-9.0,AS,N708AS,694,SEA,GEG,35.0,224,19.0,56.0
2014,9,28,1642.0,-8.0,1837.0,-17.0,AS,N612AS,620,PDX,LAS,103.0,763,16.0,42.0
2014,3,30,,,,,US,,500,SEA,PHX,,1107,,
2014,10,5,1953.0,-6.0,2132.0,-13.0,UA,N845UA,416,PDX,SFO,81.0,550,19.0,53.0
2014,7,16,101.0,16.0,901.0,15.0,US,N110UW,1917,SEA,PHL,288.0,2378,1.0,1.0
2014,7,25,654.0,-11.0,951.0,4.0,OO,N225AG,3472,SEA,LGB,145.0,965,6.0,54.0
2014,9,9,2315.0,25.0,713.0,14.0,B6,N523JB,498,SEA,BOS,279.0,2496,23.0,15.0
2014,5,8,1947.0,37.0,2159.0,29.0,WN,N214WN,276,SEA,LAS,112.0,867,19.0,47.0
2014,2,6,1152.0,57.0,1511.0,42.0,UA,N37290,1170,SEA,DEN,119.0,1024,11.0,52.0
2014,11,4,1829.0,34.0,2048.0,13.0,DL,N3746H,2410,SEA,LAX,115.0,954,18.0,29.0
2014,9,7,829.0,-3.0,1417.0,-6.0,UA,N566UA,722,PDX,ORD,196.0,1739,8.0,29.0
2014,8,5,1847.0,-3.0,2100.0,-19.0,AS,N519AS,109,SEA,ANC,175.0,1448,18.0,47.0
2014,2,7,1040.0,-1.0,1138.0,9.0,OO,N566SW,5325,SEA,PDX,34.0,129,10.0,40.0
2014,11,23,127.0,97.0,645.0,75.0,AA,N3BBAA,1230,SEA,DFW,182.0,1660,1.0,27.0
2014,11,3,1751.0,-4.0,2130.0,-11.0,US,N550UW,689,SEA,PHX,129.0,1107,17.0,51.0
2014,1,30,1114.0,14.0,1312.0,2.0,WN,N903WN,891,PDX,LAS,103.0,763,11.0,14.0
2014,6,24,753.0,-7.0,1016.0,-4.0,AS,N706AS,568,PDX,LAX,120.0,834,7.0,53.0
2014,4,23,2034.0,-6.0,2301.0,-19.0,AS,N459AS,636,SEA,PHX,134.0,1107,20.0,34.0
2014,3,27,1524.0,-6.0,1603.0,-7.0,OO,N291SW,5331,PDX,RDM,28.0,116,15.0,24.0
2014,4,9,1831.0,-4.0,2058.0,-30.0,AS,N537AS,863,PDX,OGG,314.0,2562,18.0,31.0
2014,1,13,1028.0,-2.0,1527.0,-23.0,AS,N552AS,762,SEA,MCI,163.0,1489,10.0,28.0
2014,1,11,2115.0,0.0,2324.0,-12.0,AS,N440AS,618,SEA,LAS,110.0,867,21.0,15.0
2014,3,23,1337.0,7.0,1711.0,-9.0,WN,N488WN,557,SEA,ABQ,138.0,1180,13.0,37.0
2014,1,19,1822.0,2.0,2152.0,-3.0,OO,N217AG,3498,SEA,COS,130.0,1068,18.0,22.0
2014,9,11,700.0,0.0,1206.0,-13.0,DL,N582NW,2314,SEA,MSP,158.0,1399,7.0,0.0
2014,7,28,558.0,-2.0,1400.0,-22.0,UA,N427UA,369,PDX,EWR,281.0,2434,5.0,58.0
2014,9,26,1913.0,-2.0,2048.0,-12.0,WN,N449WN,479,SEA,SMF,81.0,605,19.0,13.0
2014,5,17,859.0,11.0,955.0,17.0,OO,N583SW,5411,SEA,PDX,36.0,129,8.0,59.0
2014,2,22,633.0,3.0,1346.0,-22.0,DL,N806DN,968,SEA,ATL,231.0,2182,6.0,33.0
2014,1,3,2029.0,149.0,2326.0,116.0,US,N625AW,577,PDX,PHX,101.0,1009,20.0,29.0
2014,9,7,745.0,-5.0,850.0,1.0,AS,N764AS,65,SEA,KTN,106.0,680,7.0,45.0
2014,1,23,846.0,16.0,1009.0,-1.0,WN,N921WN,153,PDX,OAK,70.0,543,8.0,46.0
2014,10,16,1937.0,-3.0,2200.0,3.0,AS,N549AS,524,SEA,BUR,123.0,937,19.0,37.0
2014,9,18,1443.0,-2.0,1712.0,-9.0,DL,N380DA,1349,SEA,ANC,194.0,1448,14.0,43.0
2014,10,18,958.0,-7.0,1209.0,7.0,AS,N556AS,346,SEA,OAK,101.0,671,9.0,58.0
2014,10,9,1150.0,30.0,1431.0,22.0,US,N672AW,614,SEA,PHX,139.0,1107,11.0,50.0
2014,2,16,1336.0,1.0,1604.0,-3.0,OO,N224AG,3474,SEA,LGB,131.0,965,13.0,36.0
2014,10,28,817.0,-8.0,1050.0,-20.0,US,N183UW,1821,SEA,PHX,135.0,1107,8.0,17.0
2014,8,28,1609.0,4.0,2206.0,16.0,AA,N3BBAA,1209,SEA,ORD,199.0,1721,16.0,9.0
2014,2,28,2012.0,12.0,2104.0,9.0,AS,N528AS,694,SEA,GEG,36.0,224,20.0,12.0
2014,12,20,1554.0,9.0,2127.0,-3.0,AA,N3EEAA,2311,SEA,DFW,191.0,1660,15.0,54.0
2014,7,7,1942.0,-3.0,2151.0,38.0,DL,N671DN,761,SEA,JNU,175.0,909,19.0,42.0
2014,10,24,1202.0,7.0,1728.0,-12.0,AA,N4YEAA,1505,PDX,DFW,182.0,1616,12.0,2.0
2014,6,19,2129.0,14.0,2343.0,-1.0,AS,N538AS,113,SEA,ANC,172.0,1448,21.0,29.0
2014,9,15,2039.0,-1.0,2321.0,-8.0,AS,N622AS,636,SEA,PHX,145.0,1107,20.0,39.0
2014,4,9,1549.0,-6.0,1743.0,-10.0,AS,N558AS,322,SEA,SJC,100.0,697,15.0,49.0
2014,7,2,807.0,-3.0,1609.0,-8.0,US,N555AY,669,PDX,PHL,288.0,2406,8.0,7.0
2014,5,16,947.0,-11.0,1200.0,-11.0,UA,N824UA,814,SEA,SFO,104.0,679,9.0,47.0
2014,12,23,2208.0,103.0,2349.0,104.0,WN,N940WN,4007,SEA,SMF,84.0,605,22.0,8.0
2014,11,30,811.0,11.0,1058.0,19.0,OO,N218AG,3472,SEA,LGB,138.0,965,8.0,11.0
2014,5,26,1659.0,4.0,1937.0,14.0,DL,N3769L,2410,SEA,LAX,130.0,954,16.0,59.0
2014,6,9,556.0,-9.0,1151.0,-14.0,AA,N3FVAA,2240,SEA,ORD,196.0,1721,5.0,56.0
2014,3,6,2017.0,-3.0,2350.0,-9.0,AS,N303AS,632,SEA,PHX,136.0,1107,20.0,17.0
2014,6,23,1222.0,22.0,1438.0,33.0,AS,N779AS,306,SEA,SFO,103.0,679,12.0,22.0
2014,11,10,1816.0,-4.0,1959.0,-6.0,WN,N969WN,4830,SEA,SMF,85.0,605,18.0,16.0
2014,3,10,1806.0,11.0,2001.0,1.0,WN,N417WN,1188,PDX,LAS,102.0,763,18.0,6.0
2014,7,21,550.0,0.0,801.0,-29.0,WN,N8620H,149,SEA,LAS,118.0,867,5.0,50.0
2014,3,4,1406.0,1.0,1605.0,-4.0,AS,N703AS,318,SEA,SFO,102.0,679,14.0,6.0
2014,8,12,1854.0,4.0,2133.0,-2.0,DL,N375NC,1576,SEA,LAX,134.0,954,18.0,54.0
2014,7,6,1320.0,-5.0,1828.0,-8.0,AS,N442AS,34,SEA,MSP,163.0,1399,13.0,20.0
2014,10,1,1756.0,-4.0,1956.0,-14.0,OO,N217AG,3462,PDX,ONT,104.0,838,17.0,56.0
2014,10,13,1628.0,123.0,2226.0,126.0,AA,N3KTAA,1054,SEA,ORD,204.0,1721,16.0,28.0
2014,9,22,1239.0,-2.0,1338.0,3.0,OO,N548CA,4623,PDX,SEA,33.0,129,12.0,39.0
2014,9,25,1337.0,32.0,1526.0,39.0,AS,N611AS,400,PDX,SFO,92.0,550,13.0,37.0
2014,3,29,1058.0,-2.0,1330.0,0.0,WN,N618WN,3134,PDX,PHX,135.0,1009,10.0,58.0
2014,3,16,1148.0,-2.0,1737.0,0.0,AS,N409AS,748,SEA,STL,203.0,1709,11.0,48.0
2014,5,24,555.0,-5.0,922.0,-5.0,F9,N214FR,796,PDX,DEN,133.0,991,5.0,55.0
2014,1,6,925.0,0.0,1743.0,8.0,AS,N533AS,30,PDX,BOS,301.0,2537,9.0,25.0
2014,11,29,830.0,0.0,1638.0,29.0,DL,N666DN,108,SEA,ATL,231.0,2182,8.0,30.0
2014,7,16,1416.0,-4.0,1513.0,-4.0,AS,N794AS,173,SEA,KTN,93.0,680,14.0,16.0
2014,8,5,1125.0,65.0,1328.0,63.0,VX,N840VA,753,SEA,SFO,100.0,679,11.0,25.0
2014,10,17,1751.0,-4.0,2105.0,-18.0,UA,N496UA,550,PDX,DEN,122.0,991,17.0,51.0
2014,5,26,1237.0,2.0,2053.0,-7.0,B6,N529JB,464,SEA,JFK,287.0,2422,12.0,37.0
2014,8,2,1021.0,-9.0,1531.0,-4.0,OO,N216AG,3468,SEA,OMA,162.0,1368,10.0,21.0
2014,12,25,1146.0,-1.0,1837.0,-18.0,DL,N6705Y,882,SEA,DTW,214.0,1927,11.0,46.0
2014,4,23,715.0,-10.0,938.0,-13.0,AS,N754AS,530,SEA,ONT,120.0,956,7.0,15.0
2014,10,30,815.0,-5.0,1035.0,-26.0,AS,N644AS,83,SEA,ANC,180.0,1448,8.0,15.0
2014,7,18,555.0,-5.0,1139.0,-11.0,AA,N3FWAA,1094,SEA,DFW,199.0,1660,5.0,55.0
2014,12,5,2134.0,-1.0,2352.0,2.0,AS,N435AS,608,SEA,LAS,120.0,867,21.0,34.0
2014,8,8,2139.0,109.0,2315.0,100.0,WN,N492WN,296,SEA,SMF,83.0,605,21.0,39.0
2014,7,5,1215.0,5.0,1958.0,-22.0,WN,N8323C,3879,SEA,BWI,268.0,2335,12.0,15.0
2014,5,13,550.0,-10.0,730.0,-15.0,AS,N769AS,406,PDX,SJC,86.0,569,5.0,50.0
2014,5,1,1700.0,19.0,1937.0,15.0,DL,N801DZ,1194,PDX,SLC,80.0,630,17.0,0.0
2014,11,30,1220.0,25.0,1751.0,16.0,AA,N4XPAA,1505,PDX,DFW,191.0,1616,12.0,20.0
2014,8,19,1759.0,-6.0,1930.0,-17.0,AS,N589AS,366,SEA,SMF,70.0,605,17.0,59.0
2014,8,26,839.0,-6.0,1721.0,-4.0,AS,N546AS,774,SEA,TPA,315.0,2520,8.0,39.0
2014,3,30,1955.0,-4.0,2236.0,11.0,OO,N593ML,6250,PDX,LAX,118.0,834,19.0,55.0
2014,3,3,657.0,-3.0,1158.0,-14.0,DL,N3757D,2314,SEA,MSP,164.0,1399,6.0,57.0
2014,11,20,1154.0,189.0,1429.0,176.0,AS,N586AS,496,SEA,SAN,137.0,1050,11.0,54.0
2014,8,31,1949.0,-6.0,2211.0,-18.0,AS,N559AS,484,SEA,SAN,130.0,1050,19.0,49.0
2014,10,28,2320.0,-2.0,647.0,-24.0,UA,N53442,1575,SEA,IAD,246.0,2306,23.0,20.0
2014,6,6,1121.0,-9.0,1349.0,0.0,AS,N513AS,572,PDX,SAN,126.0,933,11.0,21.0
2014,11,19,705.0,5.0,1213.0,-2.0,DL,N582NW,2314,SEA,MSP,170.0,1399,7.0,5.0
2014,12,2,1607.0,14.0,5.0,-5.0,UA,N47414,1710,SEA,EWR,279.0,2402,16.0,7.0
2014,8,15,1025.0,-5.0,1805.0,-13.0,DL,N671DN,2618,SEA,ATL,254.0,2182,10.0,25.0
2014,11,9,1850.0,-5.0,2040.0,-15.0,OO,N218AG,3490,SEA,FAT,92.0,748,18.0,50.0
2014,5,9,2349.0,39.0,532.0,27.0,UA,N31412,1617,SEA,ORD,205.0,1721,23.0,49.0
2014,3,22,1406.0,-4.0,1604.0,-6.0,WN,N8612K,3587,SEA,OAK,95.0,671,14.0,6.0
2014,5,16,1110.0,-5.0,1337.0,-12.0,AS,N548AS,488,SEA,SAN,131.0,1050,11.0,10.0
2014,1,10,1335.0,0.0,1606.0,-2.0,OO,N223AG,3474,SEA,LGB,127.0,965,13.0,35.0
2014,8,29,1136.0,-4.0,1334.0,-16.0,WN,N8314L,571,PDX,LAS,103.0,763,11.0,36.0
2014,9,17,1253.0,-9.0,1515.0,-14.0,DL,N3731T,716,SEA,LAS,122.0,867,12.0,53.0
2014,9,26,1125.0,0.0,1359.0,3.0,US,N668AW,562,PDX,PHX,139.0,1009,11.0,25.0
2014,6,16,1439.0,-1.0,1722.0,-11.0,US,N624AW,500,SEA,PHX,145.0,1107,14.0,39.0
2014,11,11,1551.0,-9.0,1749.0,-10.0,OO,N608SK,4568,SEA,SJC,99.0,697,15.0,51.0
2014,12,11,1517.0,12.0,1801.0,31.0,WN,N239WN,2963,SEA,LAS,147.0,867,15.0,17.0
2014,4,30,1147.0,-3.0,1242.0,-1.0,AS,N760AS,684,SEA,GEG,35.0,224,11.0,47.0
2014,9,28,1118.0,3.0,1501.0,11.0,WN,N210WN,153,PDX,DEN,143.0,991,11.0,18.0
2014,9,13,1015.0,7.0,1240.0,6.0,OO,N814SK,4784,SEA,LAS,121.0,867,10.0,15.0
2014,8,21,933.0,63.0,1550.0,85.0,AA,N3KJAA,42,SEA,ORD,215.0,1721,9.0,33.0
2014,8,18,1324.0,4.0,1526.0,1.0,WN,N738CB,2615,SEA,OAK,99.0,671,13.0,24.0
2014,11,4,1010.0,0.0,1436.0,-4.0,AS,N588AS,843,SEA,KOA,368.0,2688,10.0,10.0
2014,6,6,1018.0,-2.0,1639.0,6.0,AS,N407AS,730,SEA,IAH,233.0,1874,10.0,18.0
2014,10,28,1019.0,-1.0,1617.0,-10.0,AS,N309AS,730,SEA,IAH,209.0,1874,10.0,19.0
2014,9,23,1516.0,-4.0,1758.0,-10.0,AS,N546AS,714,PDX,SLC,83.0,630,15.0,16.0
2014,9,16,1301.0,-4.0,1451.0,4.0,AS,N625AS,400,PDX,SFO,91.0,550,13.0,1.0
2014,5,19,900.0,0.0,1151.0,-18.0,AS,N564AS,875,SEA,LIH,330.0,2701,9.0,0.0
2014,4,14,719.0,-6.0,947.0,-4.0,AS,N794AS,530,SEA,ONT,125.0,956,7.0,19.0
2014,2,26,647.0,-3.0,830.0,0.0,WN,N422WN,1010,SEA,SMF,90.0,605,6.0,47.0
2014,6,30,1212.0,2.0,1413.0,2.0,AS,N435AS,324,SEA,SJC,104.0,697,12.0,12.0
2014,1,25,1403.0,-2.0,1555.0,-12.0,AS,N538AS,318,SEA,SFO,98.0,679,14.0,3.0
2014,5,15,722.0,-3.0,1004.0,4.0,AS,N518AS,480,SEA,LAX,124.0,954,7.0,22.0
2014,12,2,1336.0,-4.0,1553.0,13.0,OO,N218AG,3474,SEA,FAT,116.0,748,13.0,36.0
2014,9,25,708.0,-4.0,1006.0,-4.0,DL,N680DA,2397,SEA,SLC,95.0,689,7.0,8.0
2014,11,14,1801.0,1.0,2044.0,-10.0,DL,N387DA,2150,SEA,SLC,83.0,689,18.0,1.0
2014,7,29,1357.0,7.0,1559.0,-1.0,WN,N776WN,799,PDX,LAS,109.0,763,13.0,57.0
2014,7,1,742.0,-3.0,949.0,-1.0,WN,N621SW,1993,SEA,OAK,105.0,671,7.0,42.0
2014,8,25,1023.0,-2.0,1722.0,58.0,AS,N627AS,686,PDX,ORD,254.0,1739,10.0,23.0
2014,8,28,1431.0,1.0,1637.0,6.0,OO,N816SK,4710,SEA,SJC,100.0,697,14.0,31.0
2014,12,21,658.0,-2.0,802.0,2.0,OO,N812SK,4608,SEA,PDX,29.0,129,6.0,58.0
2014,2,10,831.0,1.0,1207.0,-9.0,US,N633AW,471,SEA,PHX,136.0,1107,8.0,31.0
2014,1,5,1405.0,-5.0,1750.0,-2.0,AS,N589AS,652,SEA,PHX,139.0,1107,14.0,5.0
2014,6,27,1018.0,3.0,1238.0,-12.0,VX,N524VA,784,SEA,LAX,122.0,954,10.0,18.0
2014,4,14,948.0,-7.0,1217.0,-18.0,AS,N615AS,131,PDX,ANC,190.0,1542,9.0,48.0
2014,11,25,1246.0,41.0,1457.0,27.0,WN,N701GS,1913,SEA,LAS,111.0,867,12.0,46.0
2014,8,13,1035.0,5.0,1801.0,-17.0,DL,N635DL,2618,SEA,ATL,246.0,2182,10.0,35.0
2014,8,26,1327.0,-3.0,1554.0,-8.0,AS,N305AS,472,SEA,LAX,123.0,954,13.0,27.0
2014,8,9,1022.0,-3.0,1247.0,-2.0,AS,N529AS,586,SEA,LAS,118.0,867,10.0,22.0
2014,2,12,1034.0,-7.0,1124.0,-5.0,OO,N237SW,5325,SEA,PDX,31.0,129,10.0,34.0
2014,7,4,2236.0,-4.0,559.0,-17.0,DL,N373DA,934,PDX,ATL,247.0,2172,22.0,36.0
2014,5,2,1035.0,-10.0,1533.0,-17.0,OO,N219AG,3468,SEA,OMA,160.0,1368,10.0,35.0
2014,9,11,853.0,-7.0,1155.0,13.0,AS,N793AS,87,SEA,ANC,207.0,1448,8.0,53.0
2014,1,11,1734.0,-11.0,1937.0,-14.0,OO,N223AG,3488,PDX,BUR,110.0,817,17.0,34.0
2014,3,7,1515.0,-15.0,2026.0,-18.0,DL,N905DA,2430,PDX,MSP,175.0,1426,15.0,15.0
2014,2,23,2012.0,-3.0,2239.0,-26.0,AS,N551AS,111,SEA,ANC,186.0,1448,20.0,12.0
2014,7,3,958.0,-7.0,1200.0,-5.0,AS,N519AS,346,SEA,OAK,99.0,671,9.0,58.0
2014,12,24,925.0,40.0,1630.0,30.0,AS,N462AS,792,SEA,DTW,223.0,1927,9.0,25.0
2014,7,15,1404.0,9.0,1728.0,-2.0,WN,N8328A,4658,PDX,DEN,126.0,991,14.0,4.0
2014,1,26,2356.0,36.0,521.0,21.0,AA,N3EUAA,1230,SEA,DFW,180.0,1660,23.0,56.0
2014,10,25,1549.0,14.0,2332.0,-27.0,AS,N525AS,734,SEA,BOS,266.0,2496,15.0,49.0
2014,8,14,1112.0,7.0,1234.0,4.0,WN,N794SW,210,PDX,SMF,67.0,479,11.0,12.0
2014,5,12,1652.0,-3.0,1912.0,-18.0,AS,N615AS,514,SEA,SNA,127.0,978,16.0,52.0
2014,12,8,14.0,24.0,537.0,7.0,AA,N3JDAA,1230,SEA,DFW,187.0,1660,0.0,14.0
2014,10,5,927.0,-3.0,1104.0,-11.0,WN,N485WN,3063,PDX,OAK,80.0,543,9.0,27.0
2014,5,16,705.0,-10.0,916.0,-8.0,AS,N457AS,222,SEA,SFO,102.0,679,7.0,5.0
2014,10,7,1326.0,-4.0,1558.0,-6.0,AS,N563AS,97,SEA,ANC,195.0,1448,13.0,26.0
2014,10,2,1856.0,11.0,2129.0,6.0,AS,N523AS,171,SEA,ANC,189.0,1448,18.0,56.0
